Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-02-19 00:00:00-05:00,124.74535384901526,125.17515455893219,124.6250101748976,125.09779357910156,5707700,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,125.57058941969161,126.30984723862315,125.50181972531682,126.07775115966797,9332900,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,127.04909802670359,127.97746917467059,126.92014993820752,127.2553939819336,13860300,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,129.65369127611763,129.76544366447496,128.94022048213915,129.15512084960938,15929300,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,129.12078739399323,130.4531596417386,129.06060897429785,129.8428497314453,20802900,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,128.8972377853496,130.41873605965256,128.57918943876646,129.15512084960938,22589500,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,131.2611407932425,131.5877935464962,129.65369025450397,130.5562744140625,30687900,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,132.76547228060826,134.08066175639811,132.51619357324427,133.50473022460938,44935200,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,133.6931996398001,134.72624167724956,132.36745163080218,132.5224151611328,28152400,0.229,0.0,0.0
2020-03-03 00:00:00-05:00,132.41055760094778,137.48108692824647,131.16229736114587,134.5799560546875,38608000,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,134.6488141883768,135.4580348974496,132.73767983081885,133.15089416503906,23463700,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,135.268706238084,136.72358077944688,134.9932211277382,136.46531677246094,17786200,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,144.02371968163158,145.77128674565046,141.2775391136451,143.5674591064453,76288300,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,154.18198522861405,154.69849989308295,146.6407476504005,147.4585723876953,41552800,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,146.0381452091048,148.87040481170985,139.48691685391472,139.90013122558594,37728300,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,142.41383447718167,143.79123286004406,133.9773120736443,134.75209045410156,29519300,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,140.76095557499323,143.21444218745012,134.00312883852138,135.58712768554688,24361800,0.0,0.0,0.0
2020-03-13 00:00:00-04:00,133.4349358464772,136.18971899162312,131.0158916918984,132.5224151611328,19812900,0.0,0.0,0.0
2020-03-16 00:00:00-04:00,138.06650343648298,143.03371994559015,135.85405852902517,141.10537719726562,30496700,0.0,0.0,0.0
2020-03-17 00:00:00-04:00,140.75239541949054,142.5860546825552,131.4636039724972,131.69602966308594,18570900,0.0,0.0,0.0
2020-03-18 00:00:00-04:00,131.5755013218633,132.69463608601785,119.66965554978913,124.26671600341797,47061000,0.0,0.0,0.0
2020-03-19 00:00:00-04:00,126.50498057715144,132.10064162395707,125.0415026228488,127.64994049072266,21175300,0.0,0.0,0.0
2020-03-20 00:00:00-04:00,131.97146824048144,137.24859619140625,130.9470301043053,137.24859619140625,20863100,0.0,0.0,0.0
