Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-02-19,311.31382980093747,312.5026985948409,311.02813003257995,311.8207092285156,48814700,0.0,0.0,0.0
2020-02-20,311.2676707600696,312.0971505702574,307.5258989240544,310.53961181640625,74163400,0.0,0.0,0.0
2020-02-21,309.1755350741806,309.48888216723833,306.51204259481864,307.3415222167969,113788200,0.0,0.0,0.0
2020-02-24,297.81206553709535,307.41532261657227,296.06096641698645,297.14849853515625,161088400,0.0,0.0,0.0
2020-02-25,298.5493775528194,299.16684677332535,287.2595403994609,288.144287109375,218913200,0.0,0.0,0.0
2020-02-26,289.5543445921227,293.1763016868317,286.34712743217403,287.08441162109375,194773800,0.0,0.0,0.0
2020-02-27,281.5178045527755,287.1396875294625,274.1909484863281,274.1909484863281,284353500,0.0,0.0,0.0
2020-02-28,266.0714413550307,274.54112300467233,263.1591216684569,273.03887939453125,384975800,0.0,0.0,0.0
2020-03-02,274.83605963928864,284.9278013455216,271.37998756531664,284.86328125,238703600,0.0,0.0,0.0
2020-03-03,285.24117395101416,289.2409983463712,274.2462624289888,276.70697021484375,300139100,0.0,0.0,0.0
2020-03-04,282.12600444507154,288.5589152054471,279.5546795538468,288.33770751953125,176613400,0.0,0.0,0.0
2020-03-05,281.07536648095396,284.2918077190844,276.494919028014,278.75286865234375,186366800,0.0,0.0,0.0
2020-03-06,270.17262989089846,275.3613498539122,267.48151790557137,274.1448059082031,228667200,0.0,0.0,0.0
2020-03-09,253.72170668580782,261.91491332975306,252.01673398764657,252.735595703125,309417300,0.0,0.0,0.0
2020-03-10,262.32966604409324,265.9055244164613,252.06281608604937,265.8133850097656,276444100,0.0,0.0,0.0
2020-03-11,258.69854450767895,259.84134342070485,249.648236380309,252.85545349121094,255316300,0.0,0.0,0.0
2020-03-12,235.93452379890772,245.75898820404205,228.26664502530235,228.66294860839844,392220700,0.0,0.0,0.0
2020-03-13,242.4688269429162,250.20122664703806,229.04084057381405,248.2105255126953,329566100,0.0,0.0,0.0
2020-03-16,222.27611041521737,236.76396526708146,218.75553240747965,221.0503692626953,297240000,0.0,0.0,0.0
2020-03-17,225.83353273897285,236.0911716424263,218.4882416233412,232.9853057861328,262070500,0.0,0.0,0.0
2020-03-18,217.7325417995453,228.9025623009773,210.1476195190946,221.18861389160156,327597100,0.0,0.0,0.0
2020-03-19,220.49741041194926,227.99017957933341,214.01842806697903,221.6586456298828,289322000,0.0,0.0,0.0
2020-03-20,224.83469815251166,226.63315552077165,211.82834612801895,212.10646057128906,347158800,1.406,0.0,0.0
2020-03-23,211.5409611483181,212.92223974470284,202.3354595916545,206.6832733154297,326025200,0.0,0.0,0.0
2020-03-24,217.3163810300062,226.29012179066643,216.74162164012532,225.409423828125,235494500,0.0,0.0,0.0
2020-03-25,227.0039316253124,237.64634466473402,222.2574986417705,228.78384399414062,299430300,0.0,0.0,0.0
2020-03-26,231.3146978374292,243.6257563607291,230.87898852158833,242.14251708984375,257632800,0.0,0.0,0.0
2020-03-27,234.7910798673419,241.78094497564413,232.733052958814,234.9301300048828,224341200,0.0,0.0,0.0
2020-03-30,237.0437547951948,243.28272028620492,235.03208283584934,242.55963134765625,171369500,0.0,0.0,0.0
2020-03-31,241.54917480521604,244.1170615366453,237.5258306852523,238.94419860839844,194881100,0.0,0.0,0.0
2020-04-01,229.88703413807121,238.86077537870082,226.10471485273018,228.1905517578125,189554600,0.0,0.0,0.0
2020-04-02,227.30061013542672,234.2441206098747,226.74438128410287,233.45614624023438,177660400,0.0,0.0,0.0
2020-04-03,232.4641926453968,234.8374233272891,227.3284050607202,230.0817108154297,135561200,0.0,0.0,0.0
2020-04-06,239.02768951476298,247.51936862738413,230.06322568927496,245.53549194335938,188061200,0.0,0.0,0.0
